timestamp_ns,mode,workload,seed,occupancy
1000000,0,1,8,0
2000000,0,1,8,0
3000000,0,1,8,0
4000000,0,1,8,0
5000000,0,1,8,0
6000000,0,1,8,0
7000000,0,1,8,0
8000000,0,1,8,0
9000000,0,1,8,0
10000000,0,1,8,0
11000000,0,1,8,0
12000000,0,1,8,0
13000000,0,1,8,0
14000000,0,1,8,0
15000000,0,1,8,0
16000000,0,1,8,0
17000000,0,1,8,0
18000000,0,1,8,0
19000000,0,1,8,0
20000000,0,1,8,0
21000000,0,1,8,0
22000000,0,1,8,0
23000000,0,1,8,0
24000000,0,1,8,0
25000000,0,1,8,0
26000000,0,1,8,0
27000000,0,1,8,0
28000000,0,1,8,0
29000000,0,1,8,0
30000000,0,1,8,0
31000000,0,1,8,0
32000000,0,1,8,0
33000000,0,1,8,0
34000000,0,1,8,0
35000000,0,1,8,0
36000000,0,1,8,0
37000000,0,1,8,0
38000000,0,1,8,0
39000000,0,1,8,0
40000000,0,1,8,0
41000000,0,1,8,0
42000000,0,1,8,0
43000000,0,1,8,0
44000000,0,1,8,0
45000000,0,1,8,0
46000000,0,1,8,0
47000000,0,1,8,0
48000000,0,1,8,0
49000000,0,1,8,0
50000000,0,1,8,0
51000000,0,1,8,0
52000000,0,1,8,0
53000000,0,1,8,0
54000000,0,1,8,0
55000000,0,1,8,0
56000000,0,1,8,0
57000000,0,1,8,0
58000000,0,1,8,0
59000000,0,1,8,0
60000000,0,1,8,0
61000000,0,1,8,0
62000000,0,1,8,0
63000000,0,1,8,0
64000000,0,1,8,0
65000000,0,1,8,0
66000000,0,1,8,0
67000000,0,1,8,0
68000000,0,1,8,0
69000000,0,1,8,0
70000000,0,1,8,0
71000000,0,1,8,0
72000000,0,1,8,0
73000000,0,1,8,0
74000000,0,1,8,0
75000000,0,1,8,0
76000000,0,1,8,0
77000000,0,1,8,0
78000000,0,1,8,0
79000000,0,1,8,0
80000000,0,1,8,0
81000000,0,1,8,0
82000000,0,1,8,0
83000000,0,1,8,0
84000000,0,1,8,0
85000000,0,1,8,0
86000000,0,1,8,0
87000000,0,1,8,0
88000000,0,1,8,0
89000000,0,1,8,0
90000000,0,1,8,0
91000000,0,1,8,0
92000000,0,1,8,0
93000000,0,1,8,0
94000000,0,1,8,0
95000000,0,1,8,0
96000000,0,1,8,0
97000000,0,1,8,0
98000000,0,1,8,0
99000000,0,1,8,0
100000000,0,1,8,0
101000000,0,1,8,0
102000000,0,1,8,0
103000000,0,1,8,0
104000000,0,1,8,0
105000000,0,1,8,0
106000000,0,1,8,0
107000000,0,1,8,0
108000000,0,1,8,0
109000000,0,1,8,0
110000000,0,1,8,0
111000000,0,1,8,0
112000000,0,1,8,0
113000000,0,1,8,0
114000000,0,1,8,0
115000000,0,1,8,0
116000000,0,1,8,0
117000000,0,1,8,0
118000000,0,1,8,0
119000000,0,1,8,0
120000000,0,1,8,0
121000000,0,1,8,0
122000000,0,1,8,0
123000000,0,1,8,0
124000000,0,1,8,0
125000000,0,1,8,0
126000000,0,1,8,0
127000000,0,1,8,0
128000000,0,1,8,0
129000000,0,1,8,0
130000000,0,1,8,0
131000000,0,1,8,0
132000000,0,1,8,0
133000000,0,1,8,0
134000000,0,1,8,0
135000000,0,1,8,0
136000000,0,1,8,0
137000000,0,1,8,0
138000000,0,1,8,0
139000000,0,1,8,0
140000000,0,1,8,0
141000000,0,1,8,0
142000000,0,1,8,0
143000000,0,1,8,0
144000000,0,1,8,0
145000000,0,1,8,0
146000000,0,1,8,0
